"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","names","source","product","gbkey"
79.37559874,-1.624783483,0.462795253,-3.510804129,0.000446753,0.003349505,"NM_001302880.1","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","NAC domain-containing protein 43-like","mRNA"
18.78148932,3.524529687,0.868734693,4.057084071,4.97e-05,0.000503923,"NM_001317863.1","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","uncharacterized LOC100839725","mRNA"
582.7926936,-1.058475586,0.231654898,-4.569191483,4.9e-06,6.59e-05,"NM_001317868.1","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","serine/threonine-protein kinase SAPK10","mRNA"
684.1559607,-1.39667587,0.278651244,-5.012272144,5.38e-07,9.46e-06,"NM_001317871.1","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","serine/threonine-protein kinase SAPK2","mRNA"
13.46851355,2.034841392,0.708731354,2.871103954,0.00409041,0.021579746,"NR_126843.1","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv",,
63.12019311,-1.602725229,0.414580364,-3.865897589,0.000110681,0.001011857,"NR_126860.1","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv",,
58.43182924,-1.493418273,0.456999682,-3.267875956,0.001083578,0.00712701,"NR_126886.1","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv",,
50.24141569,-1.612152426,0.547836615,-2.942761369,0.003252991,0.017927745,"NR_126888.1","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv",,
4.757482602,-3.850646931,1.474267927,-2.611904431,0.009003942,0.041214036,"NR_126900.1","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv",,
89.69179682,-1.048534788,0.369455547,-2.838053989,0.00453895,0.02354174,"NR_126912.1","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv",,
259.6408347,-2.41511709,0.308335767,-7.832750361,4.77e-15,4.33e-13,"NR_126928.1","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv",,
24.0941932,-1.554256256,0.467465354,-3.324858717,0.000884634,0.005989877,"NR_127031.1","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv",,
71.59410484,-1.10961988,0.346426654,-3.203044181,0.001359831,0.008621306,"NR_127047.1","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv",,
53.84879957,-2.544380972,0.518230033,-4.909752059,9.12e-07,1.51e-05,"NR_127069.1","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv",,
24.27111197,-2.265239799,0.491870816,-4.605355161,4.12e-06,5.66e-05,"NR_127098.1","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv",,
33.04828558,1.140419824,0.401689337,2.839059238,0.004524676,0.023480561,"NR_127103.1","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv",,
2.850234768,5.708012798,1.549824924,3.683004905,0.000230501,0.001900045,"NR_127112.1","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv",,
24.07257496,-1.791078601,0.485024584,-3.692758391,0.000221835,0.001840232,"NR_127114.1","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv",,
749.6506655,1.140574731,0.239831587,4.755731917,1.98e-06,2.97e-05,"XM_003557072.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","magnesium-chelatase subunit ChlI%2C chloroplastic","mRNA"
127.6307459,-1.324964632,0.2498061,-5.303972299,1.13e-07,2.36e-06,"XM_003557086.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","probable lysophospholipase BODYGUARD 1","mRNA"
2832.563439,-1.075812231,0.117813254,-9.13150424,6.76e-20,1.29e-17,"XM_003557107.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","uncharacterized LOC100837719","mRNA"
50.22100328,1.465201721,0.333924921,4.387817823,1.14e-05,0.000138705,"XM_003557119.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","uncharacterized LOC100841362","mRNA"
1316.391231,1.104426444,0.171435037,6.442244618,1.18e-10,4.78e-09,"XM_003557121.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","acyl-CoA-binding domain-containing protein 1","mRNA"
12.39306476,3.710425446,0.991222029,3.743283885,0.000181631,0.001552719,"XM_003557132.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","BURP domain-containing protein 10%2C transcript variant X1","mRNA"
486.077237,-1.178100903,0.261689983,-4.5018953,6.74e-06,8.67e-05,"XM_003557135.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","cysteine synthase","mRNA"
89.54898858,-2.598028003,0.539670864,-4.814097213,1.48e-06,2.29e-05,"XM_003557137.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","histone H3.2","mRNA"
77.69976793,1.120318894,0.277494621,4.037263461,5.41e-05,0.000541524,"XM_003557150.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","single-stranded DNA-binding protein WHY1%2C chloroplastic","mRNA"
125.9049857,1.895066979,0.226473457,8.367722211,5.87e-17,7.33e-15,"XM_003557157.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","superoxide dismutase [Fe] 2%2C chloroplastic%2C transcript variant X1","mRNA"
39.12088389,-3.889830747,0.492687031,-7.895135249,2.9e-15,2.75e-13,"XM_003557169.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","homeobox-leucine zipper protein HOX28","mRNA"
5549.465523,4.042133889,0.337978448,11.95973858,5.77e-33,6.03e-30,"XM_003557184.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","enolase 1","mRNA"
7448.233112,1.136825495,0.141402652,8.039633481,9.01e-16,9.23e-14,"XM_003557194.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","3-phosphoshikimate 1-carboxyvinyltransferase 2","mRNA"
427.0091321,1.13279913,0.188447892,6.01120616,1.84e-09,5.84e-08,"XM_003557201.3","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","probable GTP-binding protein OBGC2","mRNA"
44.20193274,-8.749665174,1.067526032,-8.196207782,2.48e-16,2.84e-14,"XM_003557209.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","WAT1-related protein At3g30340","mRNA"
2390.891281,1.184539957,0.187423984,6.320108729,2.61e-10,9.92e-09,"XM_003557223.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","membrane protein of ER body 2%2C transcript variant X2","mRNA"
523.2616559,1.131972043,0.281833977,4.01644988,5.91e-05,0.000585845,"XM_003557230.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","dihydrolipoyllysine-residue acetyltransferase component 2 of pyruvate dehydrogenase complex%2C mitochondrial%2C transcript variant X4","mRNA"
1989.916079,-2.075722096,0.211364239,-9.820592654,9.18e-23,2.62e-20,"XM_003557241.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","COP1-interacting protein 7","mRNA"
3066.065501,1.20560273,0.220299051,5.47257342,4.44e-08,1.04e-06,"XM_003557244.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","plastocyanin%2C chloroplastic","mRNA"
431.5108785,-1.807339106,0.317829965,-5.686496877,1.3e-08,3.47e-07,"XM_003557251.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","protein WVD2-like 1","mRNA"
311.7801148,-1.452611615,0.312100746,-4.654303563,3.25e-06,4.58e-05,"XM_003557277.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","metal transporter Nramp5","mRNA"
1809.868531,-1.771430798,0.265172105,-6.68030597,2.38e-11,1.13e-09,"XM_003557279.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","probable cellulose synthase A catalytic subunit 6 [UDP-forming]","mRNA"
426.707965,8.094073468,0.584601755,13.84544847,1.36e-43,4.95e-40,"XM_003557282.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","60S acidic ribosomal protein P2A","mRNA"
395.2174773,1.128908399,0.186090994,6.066432212,1.31e-09,4.27e-08,"XM_003557292.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","epoxide hydrolase A","mRNA"
390.7866586,-1.282462809,0.184687451,-6.943962914,3.81e-12,2.13e-10,"XM_003557299.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","transmembrane protein 184A%2C transcript variant X2","mRNA"
2.461620605,-4.58631513,1.255105122,-3.654128287,0.000258057,0.00209693,"XM_003557312.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","zinc transporter 8","mRNA"
5.111311324,-2.288258772,0.816341554,-2.80306541,0.00506194,0.02574255,"XM_003557332.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","auxin-responsive protein IAA14","mRNA"
253.3139376,3.842035409,0.468003881,8.209409283,2.22e-16,2.57e-14,"XM_003557346.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","probable galactinol--sucrose galactosyltransferase 2","mRNA"
9084.367133,-1.168185702,0.211584298,-5.521136076,3.37e-08,8.13e-07,"XM_003557348.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","probable cellulose synthase A catalytic subunit 8 [UDP-forming]%2C transcript variant X1","mRNA"
246.5974817,-2.497829524,0.377045653,-6.624740275,3.48e-11,1.59e-09,"XM_003557352.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","tryptophan synthase alpha chain","mRNA"
48.22061691,-1.24304696,0.310482799,-4.003593643,6.24e-05,0.000613634,"XM_003557356.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","uncharacterized LOC100835968","mRNA"
56.26247247,5.498280374,0.976287271,5.631826346,1.78e-08,4.62e-07,"XM_003557395.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","probable 1-deoxy-D-xylulose-5-phosphate synthase 2%2C chloroplastic","mRNA"
85.65843196,1.054148252,0.189383995,5.566195033,2.6e-08,6.52e-07,"XM_003557399.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","peptidyl-prolyl cis-trans isomerase FKBP16-4%2C chloroplastic","mRNA"
8.481601421,6.593251089,1.680458776,3.92348279,8.73e-05,0.000824292,"XM_003557404.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","uncharacterized LOC100824219%2C transcript variant X1","mRNA"
22.01188452,1.759234114,0.511506246,3.439320881,0.000583176,0.004206644,"XM_003557405.3","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","uncharacterized LOC100824524","mRNA"
468.2938813,-1.562616208,0.252722024,-6.183142189,6.28e-10,2.2e-08,"XM_003557413.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","protein WVD2-like 2","mRNA"
21.74872106,2.767811245,0.51179139,5.408084818,6.37e-08,1.43e-06,"XM_003557417.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","stem-specific protein TSJT1","mRNA"
100.9025914,-1.207236052,0.474216758,-2.545747344,0.010904408,0.048036172,"XM_003557442.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","protein tesmin/TSO1-like CXC 2","mRNA"
3860.188614,3.602801006,0.401403339,8.975513305,2.82e-19,4.91e-17,"XM_003557447.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","high molecular mass early light-inducible protein HV58%2C chloroplastic","mRNA"
31.89722426,3.544281802,1.132740379,3.12894452,0.001754354,0.010658519,"XM_003557449.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","low molecular mass early light-inducible protein HV90%2C chloroplastic","mRNA"
706.0432748,2.319617581,0.632929854,3.664888875,0.000247446,0.002021943,"XM_003557450.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","low molecular mass early light-inducible protein HV90%2C chloroplastic","mRNA"
701.2030513,2.572567879,0.583567592,4.408346031,1.04e-05,0.000127245,"XM_003557451.2","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","low molecular mass early light-inducible protein HV90%2C chloroplastic","mRNA"
77.7921269,2.678695118,0.809660651,3.30841707,0.00093825,0.006298076,"XM_003557452.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","low molecular mass early light-inducible protein HV90%2C chloroplastic","mRNA"
747.0173408,-2.539305556,0.246262187,-10.31139042,6.26e-25,2.46e-22,"XM_003557453.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","leucine-rich repeat extensin-like protein 6","mRNA"
30.46088863,1.384288708,0.466219504,2.969178031,0.002985975,0.016695335,"XM_003557463.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","uncharacterized LOC100842982","mRNA"
361.8309045,1.439521262,0.250295623,5.751284212,8.86e-09,2.46e-07,"XM_003557477.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","protein MET1%2C chloroplastic","mRNA"
245.9600125,-1.264843182,0.353783466,-3.575190208,0.000349973,0.002715247,"XM_003557495.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","probable inactive leucine-rich repeat receptor-like protein kinase At3g03770%2C transcript variant X1","mRNA"
5450.250422,1.149160926,0.204499076,5.619394225,1.92e-08,4.93e-07,"XM_003557496.2","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","oxygen-evolving enhancer protein 1%2C chloroplastic","mRNA"
15.01073194,2.973373358,0.794836945,3.740859527,0.000183392,0.001566482,"XM_003557513.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","NADPH-dependent aldehyde reductase-like protein%2C chloroplastic","mRNA"
42.24673088,1.008241156,0.328675137,3.067591805,0.002157912,0.012673908,"XM_003557514.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","protein UXT homolog%2C transcript variant X2","mRNA"
588.321736,-1.543044854,0.236266951,-6.530938181,6.54e-11,2.82e-09,"XM_003557518.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","probable carboxylesterase 15","mRNA"
93.81953768,-1.626139719,0.454717886,-3.576150771,0.000348691,0.002708744,"XM_003557520.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","uncharacterized N-acetyltransferase p20","mRNA"
354.9126718,1.528191589,0.209567593,7.292117854,3.05e-13,2.08e-11,"XM_003557534.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","RNA-binding protein CP33%2C chloroplastic","mRNA"
39.6693626,3.22260753,0.747858731,4.309112667,1.64e-05,0.000189827,"XM_003557536.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","protein DMP3","mRNA"
43.50748554,-8.420623346,1.662201385,-5.065946535,4.06e-07,7.4e-06,"XM_003557539.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","thionin BTH7","mRNA"
265.1674243,-6.257074967,1.636854573,-3.822621185,0.000132041,0.001179394,"XM_003557540.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","thionin BTH7","mRNA"
8.554526126,6.536222356,1.849708891,3.533649207,0.000409865,0.003106065,"XM_003557544.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","membrane protein PM19L","mRNA"
911.8784305,1.483309659,0.25397089,5.840471165,5.21e-09,1.52e-07,"XM_003557554.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","glycine-rich cell wall structural protein","mRNA"
288.9073345,-3.214923184,0.376290743,-8.543721159,1.3e-17,1.75e-15,"XM_003557569.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","amino acid permease 6","mRNA"
1300.920286,1.383082345,0.235989296,5.860784223,4.61e-09,1.36e-07,"XM_003557581.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","oxygen-evolving enhancer protein 2%2C chloroplastic","mRNA"
23.95581062,1.894543522,0.484516226,3.910175595,9.22e-05,0.000864352,"XM_003557585.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","uncharacterized oxidoreductase At1g06690%2C chloroplastic","mRNA"
383.2218537,1.244517481,0.272274754,4.570814829,4.86e-06,6.55e-05,"XM_003557586.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","uncharacterized oxidoreductase At1g06690%2C chloroplastic","mRNA"
71.05474613,-2.073409692,0.579126857,-3.580234047,0.000343287,0.002674153,"XM_003557591.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","probable LRR receptor-like serine/threonine-protein kinase At4g20940","mRNA"
43.01657198,-1.178420202,0.405353926,-2.907138984,0.003647511,0.019686433,"XM_003557595.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","probable receptor-like protein kinase At1g30570","mRNA"
641.7192338,-1.84126838,0.237967037,-7.737493408,1.01e-14,8.82e-13,"XM_003557596.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","CSC1-like protein ERD4","mRNA"
113.1897768,-1.296857277,0.503543572,-2.575461884,0.010010631,0.044883286,"XM_003557613.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","L-ascorbate oxidase homolog","mRNA"
345.0512009,1.480388372,0.552610805,2.678898709,0.007386473,0.035102796,"XM_003557628.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","uncharacterized N-acetyltransferase p20","mRNA"
413.6228646,-2.500734472,0.247901661,-10.08760676,6.27e-24,2.14e-21,"XM_003557629.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","mavicyanin","mRNA"
287.2922022,-1.189368527,0.365121697,-3.257457816,0.00112415,0.007355473,"XM_003557633.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","non-specific lipid-transfer protein-like protein At2g13820","mRNA"
4511.482796,-1.153130223,0.161518206,-7.139320415,9.38e-13,5.91e-11,"XM_003557646.3","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","sugar transport protein MST3","mRNA"
493.7969125,3.28216498,0.532351249,6.165412374,7.03e-10,2.43e-08,"XM_003557648.3","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","quinone-oxidoreductase QR2","mRNA"
338.7196343,1.024719036,0.312425559,3.279882219,0.001038504,0.006876328,"XM_003557650.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","putative 12-oxophytodienoate reductase 5","mRNA"
115.945623,1.250706577,0.273756428,4.568683878,4.91e-06,6.6e-05,"XM_003557651.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","photosynthetic NDH subunit of lumenal location 3%2C chloroplastic","mRNA"
339.2416608,-2.901414401,0.42078369,-6.895263459,5.38e-12,2.91e-10,"XM_003557652.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","uclacyanin 1","mRNA"
494.3645727,-2.465143176,0.331449503,-7.437462277,1.03e-13,7.55e-12,"XM_003557667.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","COBRA-like protein 5","mRNA"
16.95374476,-1.913392427,0.560325365,-3.414788171,0.000638316,0.004554062,"XM_003557707.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","F-box only protein 13","mRNA"
394.016302,-1.098171864,0.166641313,-6.590033673,4.4e-11,1.97e-09,"XM_003557712.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","vacuolar cation/proton exchanger 2","mRNA"
52.56677882,-4.87356011,1.291151095,-3.774585429,0.000160274,0.001399096,"XM_003557745.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","metacaspase-1","mRNA"
61.0882844,-4.36844755,0.703644604,-6.208315283,5.36e-10,1.89e-08,"XM_003557747.3","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","metacaspase-1","mRNA"
6.982558061,-2.740247763,0.821066139,-3.337426343,0.000845581,0.005766044,"XM_003557763.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","3-ketoacyl-CoA synthase 12","mRNA"
79.09616629,-2.743884148,0.534110286,-5.137298827,2.79e-07,5.29e-06,"XM_003557790.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","protein IQ-DOMAIN 14%2C transcript variant X1","mRNA"
216.1053908,-1.574591195,0.29659091,-5.30896647,1.1e-07,2.3e-06,"XM_003557794.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","stomatal closure-related actin-binding protein 1%2C transcript variant X3","mRNA"
82.32600997,-5.056319201,0.627188651,-8.061879293,7.51e-16,7.8e-14,"XM_003557800.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","annexin D4","mRNA"
149.2637218,-1.782160326,0.483417011,-3.686590014,0.000227279,0.001877724,"XM_003557801.3","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","peroxidase 2","mRNA"
313.5790176,1.665979625,0.314433841,5.298347093,1.17e-07,2.43e-06,"XM_003557802.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","pyruvate dehydrogenase (acetyl-transferring) kinase%2C mitochondrial","mRNA"
97.1173515,1.178244106,0.309356968,3.808687788,0.000139706,0.001238783,"XM_003557820.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","sanguinarine reductase","mRNA"
66.48854531,1.377579632,0.251075291,5.486719246,4.09e-08,9.71e-07,"XM_003557833.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","uncharacterized protein HI_0077","mRNA"
91.40690263,-6.984790374,0.882924284,-7.910973232,2.55e-15,2.44e-13,"XM_003557835.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","peroxidase 2","mRNA"
153.4632767,-3.612247111,0.360160421,-10.02955046,1.13e-23,3.5e-21,"XM_003557851.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","protein DMP2","mRNA"
171.0303546,-1.050183265,0.226887911,-4.628643542,3.68e-06,5.12e-05,"XM_003557869.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","E3 ubiquitin-protein ligase SRFP1","mRNA"
536.4757515,1.115100969,0.203392829,5.48249894,4.19e-08,9.91e-07,"XM_003557871.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","lipase%2C transcript variant X1","mRNA"
112.7705242,-1.93638781,0.487716945,-3.970310707,7.18e-05,0.000694427,"XM_003557890.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","uncharacterized LOC100843290","mRNA"
981.3826798,1.630665088,0.294764553,5.532093566,3.16e-08,7.7e-07,"XM_003557903.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","sucrose synthase 4%2C transcript variant X1","mRNA"
226.9762113,-2.162541814,0.34073978,-6.346607995,2.2e-10,8.47e-09,"XM_003557911.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","uncharacterized LOC100823300%2C transcript variant X1","mRNA"
387.7629334,1.047657669,0.275158798,3.807465644,0.000140398,0.001243712,"XM_003557935.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","ABC transporter I family member 6%2C chloroplastic%2C transcript variant X2","mRNA"
11.51223527,2.746279116,0.756411063,3.630670214,0.000282686,0.002265829,"XM_003557944.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","2%2C3-bisphosphoglycerate-independent phosphoglycerate mutase%2C transcript variant X2","mRNA"
132.0133082,-1.232906789,0.305199446,-4.039675713,5.35e-05,0.00053672,"XM_003557957.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","myb-related protein 2","mRNA"
103.6545439,1.751097899,0.52503466,3.335204384,0.000852367,0.005803656,"XM_003557967.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","chaperone protein dnaJ 20%2C chloroplastic","mRNA"
1384.244076,-1.008754793,0.181536241,-5.556768096,2.75e-08,6.84e-07,"XM_003557973.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","14 kDa zinc-binding protein","mRNA"
175.9569536,-2.387288915,0.483052127,-4.942093781,7.73e-07,1.31e-05,"XM_003557974.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","uncharacterized LOC100842376","mRNA"
116.4537587,-2.593228333,0.489513966,-5.297557404,1.17e-07,2.44e-06,"XM_003557980.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","F-box protein At5g46170","mRNA"
409.4841075,-1.443817703,0.224137101,-6.441672064,1.18e-10,4.79e-09,"XM_003558011.3","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","nuclear poly(A) polymerase 3%2C transcript variant X2","mRNA"
83.89503113,-2.225401111,0.381940795,-5.826560403,5.66e-09,1.64e-07,"XM_003558017.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","UPF0481 protein At3g47200","mRNA"
241.4327722,-1.317197655,0.272086333,-4.841101866,1.29e-06,2.04e-05,"XM_003558029.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","uncharacterized LOC100832585","mRNA"
12.79411819,-1.997382083,0.717807826,-2.782613968,0.005392292,0.027094897,"XM_003558037.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","probable glycosyltransferase 5","mRNA"
1047.196623,-1.732934233,0.233179758,-7.43175243,1.07e-13,7.8e-12,"XM_003558053.4","bracky_bsub_analysis/Brach_Bsub_v_BsubSalt.csv","kinesin-like protein KIN-14F","mRNA"
